PSurf_Spring,Rainf_Spring,Snowf_Spring,Tair_Spring,Wind_Spring,sand % topsoil,silt % topsoil,clay % topsoil,pH water topsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,CEC topsoil,CaCO3 % topsoil,C/N topsoil
0.7248254,0.6353482,0.0,0.8310814,0.55130684,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.73515654,0.57322776,0.0,0.82486916,0.5478326,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.7358961,0.85159516,0.0,0.816452,0.57368076,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.72862005,0.6099378,6.4909704e-09,0.8102436,0.607057,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.7291789,0.6742337,0.0,0.79540634,0.64048994,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.7142501,0.8228215,0.0,0.7785702,0.6580204,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.67965984,0.79422474,0.0,0.75317574,0.67508113,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.6755543,0.9556124,0.0,0.72571373,0.66496646,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.72130823,0.70104647,0.0,0.6685791,0.63188994,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.67144203,0.5622256,0.0,0.65374565,0.5979508,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.62823343,0.57739353,0.0,0.5903301,0.51982176,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.6001549,0.2343474,0.0,0.57977104,0.4673859,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.5335245,0.2325719,0.0,0.5692177,0.5882188,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.50808954,0.325473,0.0,0.5142193,0.5816723,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.45637035,0.56234455,0.0,0.42113495,0.3027817,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.33922768,0.7882354,0.0,0.34916496,0.0,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.69243574,0.8638878,0.0,0.8626156,0.42083633,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.68444204,0.9077312,0.0,0.85840416,0.45742214,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6834917,0.4965285,0.0,0.84791756,0.5025979,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7099662,0.351726,0.0,0.8352909,0.537953,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7316947,0.2871884,0.0,0.8269386,0.5583867,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.73683167,0.17503065,0.0,0.8143139,0.5706459,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.72959566,0.30121922,0.0,0.8038254,0.60664284,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7287879,0.7465774,0.0,0.7889881,0.6241094,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.72910213,0.4337359,0.0,0.7700119,0.63024724,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7287307,0.47828805,0.0,0.7510376,0.6435033,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7160859,0.3198431,0.0,0.7319927,0.62259305,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7197552,0.32532012,8.470591e-09,0.6643009,0.61529386,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.67351055,0.28608567,1.22460255e-08,0.64104843,0.60157645,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.67935467,0.25537044,2.9397567e-08,0.5797043,0.5511819,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.60683775,0.41816694,1.7749363e-08,0.5691452,0.5764395,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.5319767,0.605525,1.909182e-08,0.54803085,0.6073555,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.47062922,0.60529435,1.545683e-08,0.48455048,0.5981184,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.43928528,0.4806558,1.8755399e-08,0.4105091,0.49753296,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.38713408,0.22642171,0.0,0.32791328,0.2277652,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.011786461,0.38523775,0.0,0.067632675,0.21008646,0.40606517,0.49266925,0.63761884,0.6568483,0.80611247,0.66091955,0.5245902,0.3233083,0.620155,0.021272946,0.6070417
0.112529755,0.29380572,0.0,0.06328583,0.29052413,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.18394756,0.39889133,0.0,0.040031433,0.23710477,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.101501465,0.45224476,0.0,0.0,0.0,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.25458384,0.69228375,0.0,0.0,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.80595016,0.61732817,0.0,0.14360619,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.68605614,0.39858663,0.0,0.8668251,0.42547572,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.6858854,0.35991138,0.0,0.85419655,0.45114267,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.690001,0.33337975,0.0,0.8436413,0.49451268,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.70282936,0.30830932,0.0,0.83315086,0.5461744,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7129059,0.36931092,0.0,0.8247318,0.5913032,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71820164,0.54202914,0.0,0.82694054,0.5881647,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.73642015,0.5482048,0.0,0.8228016,0.586403,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.73313284,0.7927085,0.0,0.78264236,0.5764173,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7349014,0.35506177,2.9666753e-08,0.76366615,0.54011095,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.75187826,0.41779166,7.845974e-08,0.74248314,0.534042,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7508955,0.5420493,8.642394e-08,0.721365,0.58732855,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7408118,0.5874094,8.642394e-08,0.6981144,0.6251179,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.7155924,0.54425013,8.642394e-08,0.65374374,0.62169397,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.67627907,0.5717765,8.642394e-08,0.5859833,0.6164838,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.6145072,0.4000479,8.642394e-08,0.56059074,0.6046599,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.5426035,0.19419944,8.642394e-08,0.52677727,0.6005446,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.4867549,0.18849212,8.642394e-08,0.47392273,0.58815634,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.4622097,0.19857413,7.4379074e-08,0.41044044,0.5625802,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.4136219,0.18809938,3.1619606e-08,0.3468895,0.43003905,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.25841904,0.20288777,8.908185e-09,0.26015282,0.0,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.00017595291,0.33554995,5.648171e-09,0.080192566,0.0,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.100206375,0.662307,1.3749235e-08,0.050590515,0.12065303,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.19240522,0.799386,2.5026262e-08,0.042102814,0.27477145,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.1345377,0.7791761,4.3826947e-08,0.0,0.11127305,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.25310135,0.56215775,5.7646265e-08,0.0,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.65266657,0.374954,5.8791624e-08,0.090681076,0.0,0.51327544,0.3811988,0.54165685,0.48600882,1.0,0.79118776,0.72131145,0.55961335,0.69119096,0.02161606,0.5261028
0.870914,0.33483386,8.642394e-08,0.16665268,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.69088745,0.37033504,8.642394e-08,0.8498497,0.42203462,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7055254,0.62625253,8.642394e-08,0.8541279,0.41201198,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7083216,0.9145081,2.5898334e-08,0.8520584,0.4386121,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7080536,0.8503965,1.0644446e-08,0.84150124,0.48740065,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7129164,0.65610886,5.802375e-09,0.8288727,0.55960834,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71356773,0.42257684,6.013022e-09,0.81624603,0.62241924,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.726964,0.3180359,0.0,0.8290119,0.641889,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.76049423,0.49006546,0.0,0.8143139,0.62361944,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7622204,0.5841508,0.0,0.7783642,0.57185733,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.74979734,0.6424656,0.0,0.7551079,0.48958194,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7632928,0.5857128,1.8688601e-08,0.73192406,0.5799583,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.74792385,0.6636307,8.642394e-08,0.70646286,0.68406856,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.754251,0.43086565,8.642394e-08,0.68320847,0.6977924,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.7720456,0.49184406,8.642394e-08,0.6620922,0.61839044,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.7189059,0.58336294,5.0838306e-08,0.6070976,0.5951296,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.63438654,0.62151647,0.0,0.5669384,0.60387695,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5828161,0.5659553,0.0,0.5182228,0.6026591,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5335016,0.7765689,8.833888e-09,0.45895004,0.61574256,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.48672628,0.8047229,1.4932361e-08,0.3870468,0.5928606,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.47385693,0.79433525,1.8398067e-08,0.33205223,0.5547708,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.3385706,0.6047696,1.9803904e-08,0.26215172,0.27610672,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.15065289,0.55908453,1.418545e-08,0.14788437,0.0,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.115617275,0.45611572,9.384295e-09,0.06963539,0.14007616,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.19494486,0.46623707,0.0,0.037893295,0.25974202,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.19546461,0.5349462,0.0,0.0,0.11878371,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.27430487,0.5613961,0.0,0.0,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.6223278,0.59957945,0.0,0.08633232,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.91623306,0.8340877,3.2564543e-08,0.17727852,0.0,0.17566375,0.5057137,1.0,0.7562592,0.76924324,0.54980844,0.9836065,0.72610104,1.0,0.5935839,0.47349253
0.6526189,0.492463,3.2588833e-08,0.83501434,0.39941227,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.68034935,0.5084871,2.8220244e-08,0.8583374,0.41232288,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.708508,0.44703436,6.5002716e-08,0.84350395,0.40200508,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.72129345,0.5987401,8.642394e-08,0.8414326,0.42379606,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72309303,0.6110103,8.642394e-08,0.8351536,0.48430264,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7200804,0.4598279,7.768295e-08,0.83094215,0.5640665,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72228384,0.4986874,2.4587136e-08,0.82045555,0.64142287,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7295728,0.59697855,2.3211182e-08,0.80147934,0.6911422,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7676401,0.5202855,7.966161e-09,0.7888508,0.7033483,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.8049154,0.59087884,0.0,0.7720127,0.63511646,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.75227976,0.37480754,5.0725366e-09,0.74876213,0.6295804,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72513247,0.3122357,0.0,0.7106724,0.71064556,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71630764,0.4225936,0.0,0.6810684,0.7452444,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72886705,0.66082954,0.0,0.65146637,0.7724923,0.054989293,1.0,0.6332169,0.7599411,0.89020044,0.2969349,0.45901638,0.108485505,1.0,0.5067765,0.5261028
0.7494998,0.5835227,0.0,0.64297867,0.72638977,0.054989293,1.0,0.6332169,0.7599411,0.89020044,0.2969349,0.45901638,0.108485505,1.0,0.5067765,0.5261028
0.7253051,0.67822444,0.0,0.61758614,0.6378244,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.65707684,0.39220446,0.0,0.57535744,0.59654844,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.60303307,0.46328044,0.0,0.4927597,0.5908731,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5404706,0.3762313,0.0,0.4525318,0.6033827,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.5134592,0.5659481,0.0,0.4103012,0.57993305,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.48727655,0.3869365,0.0,0.33619308,0.59207976,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.39872694,0.3463406,0.0,0.28112793,0.4629134,0.27469486,0.7408366,0.60856616,0.7275405,0.6431112,0.36015326,0.5180328,0.39849624,0.87498236,0.4330074,0.5180088
0.2699957,0.66211534,1.15108145e-08,0.19652939,0.19279277,0.27469486,0.7408366,0.60856616,0.7275405,0.6431112,0.36015326,0.5180328,0.39849624,0.87498236,0.4330074,0.5180088
0.088068485,0.92786336,2.1658845e-08,0.11821365,0.3361689,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.15646696,0.6476635,2.431981e-08,0.042100906,0.36110651,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.23301983,0.58989215,1.5214018e-08,0.00822258,0.18101776,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.20982409,0.358611,9.363426e-09,0.0,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.5150213,0.4661677,0.0,0.07363701,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.82187414,0.5955093,0.0,0.16879272,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.64124537,0.8254185,0.0,0.8328743,0.40227544,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.6769476,1.0,0.0,0.85826683,0.4037689,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6984372,0.53601754,0.0,0.84350204,0.3845371,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6883879,0.5461433,0.0,0.81603813,0.4012617,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7124839,0.44377488,0.0,0.8118286,0.46832192,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71608734,0.35485506,0.0,0.820385,0.5410167,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71979904,0.3421868,0.0,0.8098278,0.6290065,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72433424,0.20734382,0.0,0.7993393,0.68036926,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.751318,0.41307586,0.0,0.78671265,0.6826142,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.82636976,0.4968878,0.0,0.77194595,0.6260325,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7557101,0.38095284,0.0,0.7487602,0.67987645,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6997137,0.61456513,0.0,0.7043228,0.70570505,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.68503,0.34402817,0.0,0.66830444,0.7438835,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6714668,0.44356304,8.504328e-09,0.6387005,0.8147601,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6791105,0.5752932,1.5869748e-08,0.6048889,0.80009806,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71047354,0.5690768,4.622568e-08,0.59005547,0.70033824,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6493964,0.65932834,4.3679297e-08,0.543478,0.625703,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.59085083,0.763412,4.2586105e-08,0.47785568,0.5817975,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5614753,0.45170307,4.1818634e-08,0.44825363,0.5820571,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.51703596,0.66685724,3.6578452e-08,0.397398,0.5569414,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.48157167,0.50009465,2.4569323e-08,0.33184624,0.56018794,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
