PSurf_Summer,Rainf_Summer,Snowf_Summer,Tair_Summer,Wind_Summer,sand % topsoil,silt % topsoil,clay % topsoil,pH water topsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,CEC topsoil,CaCO3 % topsoil,C/N topsoil
0.59257746,0.085534014,0.0,0.8239212,0.40536535,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.5254917,0.16302788,0.0,0.8271656,0.48194575,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.4996562,0.095846705,0.0,0.7681694,0.52076817,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.44816446,0.42459553,0.0,0.6627464,0.3749385,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.33065844,0.35897827,0.0,0.5571213,0.14168656,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.68521976,0.38331562,0.0,0.89974594,0.5231254,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.6764617,0.43724728,0.0,0.9184971,0.5125748,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.67496157,0.6026019,0.0,0.9248848,0.50295293,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7014003,0.20071268,0.0,0.9312706,0.50349593,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72309446,0.32882404,0.0,0.9345188,0.518666,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7282419,0.47661948,0.0,0.9408989,0.5514655,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7210798,0.38441518,0.0,0.9411049,0.5829743,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.720685,0.54318887,0.0,0.941206,0.57988894,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7216449,0.6627533,0.0,0.93512535,0.55466247,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.72183275,0.5527342,0.0,0.93836594,0.5290806,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7094183,0.32229325,0.0,0.929142,0.5122081,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.71347237,0.2526358,0.0,0.88261414,0.5044669,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.6671376,0.07569788,0.0,0.8765335,0.4965862,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.6728568,0.18031904,0.0,0.823822,0.46057487,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.5997987,0.15097475,0.0,0.8269634,0.4740317,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.5245433,0.38823205,0.0,0.81459427,0.496917,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.46296597,0.57502025,0.0,0.7432327,0.5211686,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.4313693,0.6343327,0.0,0.6500759,0.4869392,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.37907314,0.36459193,0.0,0.5446491,0.32230818,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.0008907318,0.037163064,0.0,0.15944672,0.40186703,0.40606517,0.49266925,0.63761884,0.6568483,0.80611247,0.66091955,0.5245902,0.3233083,0.620155,0.021272946,0.6070417
0.10020828,0.08370977,0.0,0.11596298,0.4762479,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.17127466,0.1442118,0.0,0.032129288,0.4145186,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.09053373,0.254043,0.0,0.0,0.21490574,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.24999237,0.56638557,0.0,0.0,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.805995,0.31499764,0.0,0.0,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.6789136,0.24251595,0.0,0.90278816,0.512933,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.67810917,0.30818358,0.0,0.9184971,0.511479,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6816678,0.3277816,0.0,0.9248867,0.51435363,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.69422483,0.4061338,0.0,0.9312706,0.51739013,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.70417595,0.41247678,0.0,0.9408016,0.5460086,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.70937777,0.37345722,0.0,0.95955276,0.57501256,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72784853,0.49455887,0.0,0.9721203,0.5856472,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7250223,0.58110255,0.0,0.9442463,0.5734581,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7274623,0.48266917,0.0,0.9444485,0.5497036,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7450919,0.357563,0.0,0.94140816,0.5236881,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7444787,0.11604413,0.0,0.9321842,0.5162077,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.73451996,0.021870017,0.0,0.9322872,0.50868285,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.70928,0.33221963,0.0,0.9044075,0.49336267,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.6699629,0.3652681,0.0,0.8422699,0.48148763,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.6078701,0.62072724,0.0,0.8268604,0.48915124,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.5356841,0.8384705,0.0,0.7896595,0.49456418,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.47952175,0.52527785,0.0,0.7276192,0.50341094,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.4545989,0.30876374,0.0,0.6469326,0.52149653,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.40531683,0.14884913,0.0,0.5568123,0.4623556,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.24927855,0.23633003,0.0,0.42341614,0.17579913,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.0,0.37277082,0.0,0.18732452,0.14516497,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.08824253,0.70811594,0.0,0.11596298,0.32835233,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.1797719,0.4418196,0.0,0.060108185,0.44652545,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.123157024,0.3712096,0.0,0.0,0.3425913,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.24671507,0.3602566,0.0,0.0,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.6504564,0.29795855,0.0,0.0,0.0,0.51327544,0.3811988,0.54165685,0.48600882,1.0,0.79118776,0.72131145,0.55961335,0.69119096,0.02161606,0.5261028
0.8713865,0.09101557,0.0,0.0,0.026409686,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.68491936,0.25935933,0.0,0.8466263,0.5142821,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6987839,0.42262432,0.0,0.8841343,0.5034448,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7009864,0.60314596,0.0,0.9185009,0.5104058,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.70008373,0.6256187,0.0,0.9248848,0.526176,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.70453215,0.5092386,0.0,0.9343128,0.5326791,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.70489883,0.38342938,0.0,0.94384193,0.57318723,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7181616,0.13225853,0.0,0.9688816,0.6214256,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.75209236,0.021675907,0.0,0.972126,0.6280227,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.75431156,0.09992472,0.0,0.950531,0.60215974,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7425084,0.25860852,0.0,0.9474907,0.5732652,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7565837,0.2530303,0.0,0.93826675,0.62296176,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.74163437,0.23689336,0.0,0.9290428,0.64195824,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7481189,0.8342619,0.0,0.9260006,0.59321725,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.7657342,0.3618287,0.0,0.91981506,0.4968542,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.71254396,0.23462152,0.0,0.8732891,0.47155607,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6278858,0.22478211,0.0,0.8391266,0.4995376,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.57617617,0.44705665,0.0,0.7864151,0.51199174,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5268073,0.33373004,0.0,0.7243767,0.51568043,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.4796133,0.41452286,0.0,0.62503624,0.5193702,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.46582985,0.77333134,0.0,0.54738617,0.5334512,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.33021307,0.6974404,0.0,0.4450035,0.35564458,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.14132738,0.526591,0.0,0.28038216,0.11787248,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.10404396,0.69193417,0.0,0.1501236,0.33150494,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.18269396,0.35319883,0.0,0.07865715,0.43274236,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.18454552,0.36783028,0.0,0.0,0.34969163,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.2678237,0.58258927,0.0,0.0,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.6192694,0.90404564,0.0,0.0,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.91649103,0.9621302,0.0,0.050577164,0.0,0.17566375,0.5057137,1.0,0.7562592,0.76924324,0.54980844,0.9836065,0.72610104,1.0,0.5935839,0.47349253
0.6475811,0.95134246,0.0,0.7936096,0.5020032,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.67446995,0.6774455,0.0,0.8528118,0.49557137,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.70205784,0.07302124,0.0,0.86852455,0.49940884,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.71433353,0.1852904,0.0,0.8998451,0.50882196,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7155857,0.27111635,0.0,0.9217415,0.5343236,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7119937,0.2682201,0.0,0.94363785,0.5472839,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7137122,0.53678,0.0,0.95002365,0.5885018,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7208934,0.74450326,0.0,0.95326996,0.65157115,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.75931597,0.91754425,0.0,0.95661163,0.68796957,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.79719543,0.7549712,0.0,0.95975685,0.6713221,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.74496937,0.4908073,0.0,0.9474907,0.71726394,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7183547,0.106654726,0.0,0.9257946,0.78051007,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7101226,0.13120174,0.0,0.9165745,0.75445557,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7230735,0.16838443,0.0,0.91038895,0.7130853,0.054989293,1.0,0.6332169,0.7599411,0.89020044,0.2969349,0.45901638,0.108485505,1.0,0.5067765,0.5261028
0.7433567,0.23071644,0.0,0.9042053,0.63402426,0.054989293,1.0,0.6332169,0.7599411,0.89020044,0.2969349,0.45901638,0.108485505,1.0,0.5067765,0.5261028
0.71901274,0.2940286,0.0,0.8980236,0.528903,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.650692,0.6642489,0.0,0.85463905,0.51592517,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.59667015,0.52295375,0.0,0.7614784,0.5211922,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.53399277,0.23371986,0.0,0.71180534,0.5256841,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.5066352,0.13849738,0.0,0.65605545,0.51306605,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.47952366,0.1648418,0.0,0.54738426,0.5572425,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.3905902,0.25022587,0.0,0.4728794,0.48644722,0.27469486,0.7408366,0.60856616,0.7275405,0.6431112,0.36015326,0.5180328,0.39849624,0.87498236,0.4330074,0.5180088
0.26154757,0.3871935,0.0,0.3517437,0.3211627,0.27469486,0.7408366,0.60856616,0.7275405,0.6431112,0.36015326,0.5180328,0.39849624,0.87498236,0.4330074,0.5180088
0.07759142,0.42669877,0.0,0.23071289,0.45279074,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.14464188,0.53869104,0.0,0.10663605,0.5216571,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.22240591,0.5782727,0.0,0.038312912,0.38263297,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.20260859,0.46560025,0.0,0.0,0.006226301,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.5110669,0.17604503,0.0,0.05068016,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.820899,0.2674107,0.0,0.14079475,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.63637495,0.31582373,0.0,0.7874279,0.46747172,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.671288,0.50949496,0.0,0.8466263,0.47460878,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6922116,0.50415903,0.0,0.86538124,0.48711467,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6815162,0.48021418,0.0,0.8655834,0.49999535,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7053375,0.2705567,0.0,0.8937626,0.5197271,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7083287,0.33350852,0.0,0.9312744,0.5322763,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7114687,0.24278703,0.0,0.94688225,0.57743025,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7156124,0.41332555,0.0,0.95326996,0.63463783,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7427921,0.24354309,0.0,0.95337105,0.68190503,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.81861067,0.23679471,0.0,0.96279716,0.6927061,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7484665,0.36263153,0.0,0.96299934,0.7750361,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6930852,0.7551775,0.0,0.93198013,0.80344427,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6790366,0.6395849,0.0,0.9164715,0.8011172,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6658268,0.19266838,0.0,0.90400314,0.79654574,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6734257,0.07192775,0.0,0.87927055,0.7648233,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7045064,0.14823106,0.0,0.87612915,0.64358056,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6433878,0.16418669,0.0,0.82341385,0.5655867,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.58482075,0.30024552,0.0,0.7427254,0.53677475,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5552397,0.21673793,0.0,0.70552254,0.53441477,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.5107937,0.5782058,0.0,0.64977074,0.5142478,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.47474623,0.43323803,0.0,0.5566101,0.53862095,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.40542698,0.12657082,0.0,0.47906494,0.55730116,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.3226018,0.03401711,0.0,0.39837646,0.51547587,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.115082264,0.008810021,0.0,0.19340706,0.47976696,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.090423584,0.26613465,0.0,0.1220417,0.4724399,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.23165989,0.30762392,0.0,0.10349083,0.43050003,0.142947,0.3962915,1.0,0.8983799,0.36497414,0.38697314,0.10491803,0.25886148,1.0,1.0,1.0
0.21795559,0.2819945,0.0,0.04449463,0.077148795,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.48684978,0.3103547,0.0,0.119306564,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.79475594,0.27549502,0.0,0.21246338,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.77695227,0.18738088,0.0,0.1876297,0.026307344,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.6134076,0.17776209,0.0,0.72802925,0.48920405,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.63446665,0.20129785,0.0,0.7623882,0.46871686,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.65352726,0.4741844,0.0,0.7781029,0.44765484,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.66446257,0.41173118,0.0,0.84034157,0.44708526,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.66557074,0.71577126,0.0,0.8560562,0.47147918,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
