lon,lat,PSurf_Autumn,PSurf_Spring,PSurf_Summer,PSurf_Winter,Qair_Autumn,Qair_Spring,Qair_Summer,Qair_Winter,Rainf_Autumn,Rainf_Spring,Rainf_Summer,Rainf_Winter,Snowf_Autumn,Snowf_Spring,Snowf_Summer,Snowf_Winter,Tair_Autumn,Tair_Spring,Tair_Summer,Tair_Winter,Wind_Autumn,Wind_Spring,Wind_Summer,Wind_Winter,spatial_ref_Autumn,spatial_ref_Spring,spatial_ref_Summer,spatial_ref_Winter,sand % topsoil,sand % subsoil,silt % topsoil,silt% subsoil,clay % topsoil,clay % subsoil,pH water topsoil,pH water subsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,BS % topsoil,BS % subsoil,CEC topsoil,CEC subsoil,CEC clay topsoil,CEC Clay subsoil,CaCO3 % topsoil,CaCO3 % subsoil,BD topsoil,BD subsoil,C/N topsoil,C/N subsoil
-2.25,29.75,95678.7265625,95482.25,95276.7734375,96197.34375,0.0047331009991467,0.0039450847543776035,0.004119353834539652,0.003096719039604068,2.1301714241417358e-06,3.6299852581578307e-06,1.5635238241884508e-06,1.8360512967774412e-06,0.0,1.6599956964569174e-08,0.0,9.15861448902433e-08,296.91925048828125,296.5315,307.6391296386719,285.6866455078125,3.2302134037017822,4.302120685577393,3.709071636199951,3.295696973800659,0.0,0.0,0.0,0.0,58.3,51.650001525878906,20.950000762939453,23.65,20.75,24.45,7.65,7.7,0.6349999904632568,0.3199999928474426,0.08,0.02,84.5,95.0,10.100000381469727,9.649999618530273,57.0,40.0,13.050000190734863,19.100000381469727,1.4,1.45,10.5,10.0
-2.25,30.25,95422.8671875,95237.5078125,95029.125,95934.4296875,0.004982109647244215,0.004287026822566986,0.004430150147527456,0.0032282527536153793,2.185134235332953e-06,2.9697914669668535e-06,1.4823807532593491e-06,1.9055677284995909e-06,0.0,5.616648035555727e-09,0.0,4.455743152220748e-08,296.8181457519531,296.4652,307.6739196777344,285.7555236816406,3.4847910404205322,4.547783851623535,3.9381825923919678,3.5269367694854736,0.0,0.0,0.0,0.0,58.3,51.650001525878906,20.950000762939453,23.65,20.75,24.45,7.65,7.7,0.6349999904632568,0.3199999928474426,0.08,0.02,84.5,95.0,10.100000381469727,9.649999618530273,57.0,40.0,13.050000190734863,19.100000381469727,1.4,1.45,10.5,10.0
-2.25,30.75,94937.796875,94761.3046875,94563.3046875,95433.296875,0.0049412865191698074,0.004295533522963524,0.004501423332840204,0.0031396145932376385,1.8317714420845732e-06,2.835095983755309e-06,5.928570203650452e-07,1.9412000256124884e-06,0.0,0.0,0.0,6.84653755911313e-08,296.3851623535156,295.86523,307.2749938964844,285.52777099609375,3.5052201747894287,4.451909065246582,3.981069326400757,3.373138427734375,0.0,0.0,0.0,0.0,52.21,48.31999969482422,23.229999542236328,24.32,24.58,27.24,7.39,7.46,0.6779999732971191,0.4050000011920929,0.113,0.058,87.3,91.5,10.869999885559082,10.0600004196167,56.7,45.8,8.539999961853027,11.319999694824219,1.42,1.38,10.300000190734863,10.8
-2.25,31.25,93523.3203125,93352.1875,93210.453125,93957.5703125,0.004870071541517973,0.004192103631794453,0.004539727699011564,0.0029277512803673744,2.212666004197672e-06,2.5458029995206743e-06,2.827157459250884e-07,2.3350103219854645e-06,0.0,0.0,0.0,3.8459241125110566e-08,295.4181213378906,294.7663,306.509765625,284.868896484375,3.38197660446167,4.181735515594482,3.8675522804260254,3.1386687755584717,0.0,0.0,0.0,0.0,52.21,48.31999969482422,23.229999542236328,24.32,24.58,27.24,7.39,7.46,0.6779999732971191,0.4050000011920929,0.113,0.058,87.3,91.5,10.869999885559082,10.0600004196167,56.7,45.8,8.539999961853027,11.319999694824219,1.42,1.38,10.300000190734863,10.8
-2.25,31.75,91686.9296875,91525.234375,91441.84375,92046.8828125,0.00513499928638339,0.004464666359126568,0.004805362317711115,0.002957490272819996,2.511038928787457e-06,2.899492073993315e-06,5.523372692550765e-07,2.3303703073906945e-06,0.0,0.0,0.0,3.827699046610178e-08,294.6181335449219,293.8989,305.6782531738281,284.4100036621094,3.269521951675415,3.916442632675171,3.7396225929260254,2.953838348388672,0.0,0.0,0.0,0.0,52.21,48.31999969482422,23.229999542236328,24.32,24.58,27.24,7.39,7.46,0.6779999732971191,0.4050000011920929,0.113,0.058,87.3,91.5,10.869999885559082,10.0600004196167,56.7,45.8,8.539999961853027,11.319999694824219,1.42,1.38,10.300000190734863,10.8
-1.75,23.25,97428.203125,97292.796875,97018.0234375,97949.84375,0.005365310236811638,0.004151013679802418,0.005669523496180773,0.00339159625582397,3.508941745167249e-06,3.3867374895635294e-06,5.383505481404427e-07,2.250784746138379e-06,0.0,0.0,0.0,3.122383773757065e-08,302.3225402832031,301.05432,308.8195495605469,291.5210876464844,4.120085716247559,4.457644462585449,4.108620643615723,4.6208930015563965,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.75,23.75,97387.8125,97242.78125,96963.6796875,97913.046875,0.00535144517198205,0.0042192074470222,0.005244788713753223,0.003494307631626725,3.9535234463983215e-06,3.716084165716893e-06,1.189780846289068e-06,1.7974057300307322e-06,0.0,0.0,0.0,1.0416329132567625e-07,302.1236267089844,300.8554,308.8880310058594,291.2244567871094,4.13833475112915,4.587320804595947,4.048933506011963,4.720522880554199,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.75,24.25,97659.3359375,97503.875,97212.7421875,98201.8046875,0.005329483654350042,0.004215703345835209,0.004872281104326248,0.003566104918718338,4.177099526714301e-06,3.7269419408403337e-06,1.8221713844468468e-06,1.3504316029866459e-06,0.0,0.0,0.0,9.658049293648219e-08,301.8236389160156,300.55652,308.82281494140625,290.78997802734375,4.121580123901367,4.648416519165039,4.106546401977539,4.716142654418945,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,24.75,97824.9375,97661.4375,97362.28125,98380.25,0.00542916264384985,0.004307601600885391,0.004657214507460594,0.0037045087665319443,3.4152890293626115e-06,3.531495849529165e-06,2.245341875095619e-06,1.7210151099789073e-06,0.0,0.0,0.0,9.105335863068831e-08,301.5906677246094,300.45868,308.85760498046875,290.55889892578125,4.038623332977295,4.64107608795166,4.161838531494141,4.650280952453613,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,25.25,97843.375,97672.71875,97372.65625,98403.1640625,0.005435999482870102,0.004392378497868776,0.00446179648861289,0.003727398347109556,3.3353046546835685e-06,4.407307642395608e-06,1.1328968412271934e-06,1.6309745660691988e-06,0.0,0.0,0.0,9.881836149361334e-08,301.3565979003906,300.32608,308.89349365234375,290.25555419921875,4.011672496795654,4.695687770843506,4.26996374130249,4.64616584777832,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,25.75,97739.2421875,97561.75,97268.296875,98296.8359375,0.005442200694233179,0.004532173741608858,0.004337117075920105,0.003708829404786229,3.1244378533301642e-06,3.646994628070388e-06,7.600352205372474e-07,2.081053708025138e-06,0.0,6.49097042781932e-09,0.0,9.290029368003161e-08,301.08953857421875,300.22827,308.99566650390625,289.88665771484375,4.017037868499756,4.766204357147217,4.332973957061768,4.637814044952393,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,26.25,97756.84375,97570.2734375,97282.7109375,98318.5078125,0.005453157238662243,0.0045649465173482895,0.004213618580251932,0.0037022302858531475,3.0531591619364917e-06,3.8492848943860736e-06,3.7436100797094696e-07,2.3995828541956143e-06,0.0,0.0,0.0,2.0628910135656042e-08,300.756591796875,299.99457,308.9293518066406,289.4866638183594,4.020395278930664,4.836840629577637,4.331575870513916,4.610899448394775,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,26.75,97539.9609375,97342.5859375,97072.125,98094.546875,0.0054773567244410515,0.004462366923689842,0.004165283404290676,0.0036860285326838493,3.256524450989673e-06,4.316778358770534e-06,7.36726178729441e-07,2.7802313979918836e-06,0.0,0.0,0.0,5.209437148323559e-08,300.3884582519531,299.72934,308.9315185546875,289.01776123046875,4.027769088745117,4.8738789558410645,4.269063949584961,4.551844120025635,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,27.25,97018.8828125,96815.046875,96569.734375,97554.53125,0.005393233150243759,0.004333571530878544,0.004139022435992956,0.003636554116383195,4.104275376448641e-06,4.226806140650297e-06,8.848098786984337e-07,2.2900560452399077e-06,2.7886681852606898e-08,0.0,0.0,2.285831257609061e-08,299.7884826660156,299.3293,308.7989196777344,288.4177551269531,4.044506072998047,4.909924507141113,4.20513391494751,4.457640171051025,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,27.75,96961.3828125,96752.4296875,96515.125,97501.34375,0.0052940733730793,0.00421145698055625,0.004155382048338652,0.003612073604017496,5.14470241341769e-06,4.734571120934561e-06,1.2845538321926142e-06,1.992106945181149e-06,2.7886681852606898e-08,0.0,0.0,4.4561382139818306e-08,299.3533020019531,298.89673,308.73370361328125,287.98333740234375,4.007922649383545,4.888554573059082,4.166660785675049,4.300552845001221,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,28.25,97661.5390625,97450.234375,97192.1171875,98239.6171875,0.004985848907381296,0.003945472184568644,0.004051645752042532,0.003417795989662409,4.731607532448834e-06,3.933644620701671e-06,1.69980432929151e-06,2.1567607291217428e-06,0.0,0.0,0.0,3.222611155706545e-07,298.42034912109375,297.99673,308.2684631347656,287.01776123046875,3.906146764755249,4.818670749664307,4.073729038238525,4.170681953430176,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,28.75,96899.0625,96689.7109375,96456.5390625,97450.0546875,0.005053953267633915,0.004032238386571407,0.004184285644441843,0.0034447582438588142,2.4782043510640506e-06,3.496880481179687e-06,1.7804375147534302e-06,1.5722048374300357e-06,0.0,0.0,0.0,1.1643475517075785e-07,298.1533203125,297.76306,308.30328369140625,286.7522277832031,3.819559335708618,4.746964931488037,4.0204010009765625,4.136178970336914,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,29.25,96234.84375,96030.7265625,95819.5078125,96763.53125,0.004858632106333971,0.0039452905766665936,0.00415069330483675,0.0032582355197519064,2.4618891529826215e-06,3.544602350302739e-06,1.4114505120232934e-06,2.023482920776587e-06,0.0,0.0,0.0,1.19488831273884e-07,297.1521911621094,296.76413,307.7706604003906,285.7555236816406,3.5900890827178955,4.581895351409912,3.9503018856048584,3.8563766479492188,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,29.75,95795.7421875,95602.5,95395.390625,96314.265625,0.004951811395585537,0.004193651489913464,0.004338014870882034,0.0033254618756473064,2.605785766718327e-06,2.465295665388112e-06,3.642878994014609e-07,1.9996582523162942e-06,0.0,0.0,0.0,1.724737614949845e-07,296.9192199707031,296.5978,307.771728515625,285.62445068359375,3.3761963844299316,4.471109867095947,3.8411972522735596,3.575477123260498,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,30.25,94770.8828125,94586.3046875,94410.75,95244.296875,0.005244064144790173,0.004585434217005968,0.0047412533313035965,0.003447352908551693,2.9952454951853724e-06,2.4597095489298226e-06,5.465465164888883e-07,2.2735987386113266e-06,0.0,0.0,0.0,2.383837198749461e-07,296.8521728515625,296.43155,307.8065185546875,285.6933288574219,3.6451897621154785,4.72640323638916,4.061774730682373,3.807645082473755,0.0,0.0,0.0,0.0,49.04,45.400001525878906,26.219999313354492,27.78,24.78,26.56,7.42,7.54,0.5559999942779541,0.4259999990463257,0.112,0.066,89.0,93.4,10.680000305175781,8.65999984741211,60.8,44.0,8.65999984741211,13.680000305175781,1.34,1.32,8.800000190734863,9.6
-1.75,30.75,94372.5390625,94198.390625,94031.546875,94836.21875,0.00511068245396018,0.004554376471787691,0.0047961208038032055,0.003314763540402055,2.7877138109033694e-06,2.7519990908331238e-06,3.8854241779517906e-07,1.9786964458035072e-06,0.0,0.0,0.0,1.9657447580812004e-07,296.0181579589844,295.56522,307.1739196777344,285.16552734375,3.725670576095581,4.71257209777832,4.173596382141113,3.7566850185394287,0.0,0.0,0.0,0.0,45.08,42.25,29.010000228881836,30.68,25.98,26.81,7.59,7.73,0.49300000071525574,0.4860000014305115,0.104,0.08,94.0,94.3,11.949999809265137,10.119999885559082,59.4,47.0,10.979999542236328,16.0,1.38,1.26,8.800000190734863,9.6
-1.75,31.25,93579.640625,93409.609375,93275.7890625,94009.3515625,0.004899540916085243,0.00430724211037159,0.004735380876809359,0.0030253520235419273,2.927152081610984e-06,3.4972547382494668e-06,1.1617300970101496e-06,1.932141003635479e-06,0.0,0.0,0.0,1.6180493389583717e-07,294.7510986328125,294.0989,306.0434875488281,284.0722351074219,3.255390167236328,4.123337268829346,3.7535574436187744,3.0894696712493896,0.0,0.0,0.0,0.0,45.08,42.25,29.010000228881836,30.68,25.98,26.81,7.59,7.73,0.49300000071525574,0.4860000014305115,0.104,0.08,94.0,94.3,11.949999809265137,10.119999885559082,59.4,47.0,10.979999542236328,16.0,1.38,1.26,8.800000190734863,9.6
-1.75,31.75,91786.25,91623.0390625,91551.109375,92139.40625,0.004954701289534569,0.004378728102892637,0.004822137765586376,0.0028797569684684277,2.6611869543557987e-06,4.207962319924263e-06,1.0074041938423761e-06,2.112130687237368e-06,0.0,0.0,0.0,2.525420086385566e-07,293.7840881347656,292.9652,304.910888671875,283.4510803222656,2.797879546880722,3.483626127243042,3.0817127227783203,2.4801040589809418,0.0,0.0,0.0,0.0,26.48,36.4900016784668,44.81999969482422,38.8,28.8,24.81,8.3,8.43,0.7350000143051147,0.296999990940094,0.071,0.029,100.0,100.0,19.637499809265137,17.06500005722046,52.7,48.2,16.209999084472656,16.3700008392334,1.52,1.36,10.899999618530273,10.4
-1.25,22.75,97135.7109375,97009.890625,96755.1328125,97640.6875,0.005244755186140537,0.003997443243861198,0.006136058829724789,0.00322736450470984,2.828130618581781e-06,4.4459829950938e-06,1.0646434702721308e-06,2.0238007891748566e-06,0.0,0.0,0.0,3.0313671572912426e-07,302.3544006347656,301.05325,308.58477783203125,291.69000244140625,4.1968584060668945,4.372760772705078,4.180386066436768,4.624202728271484,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,23.25,97023.609375,96887.9765625,96626.5859375,97529.0859375,0.005318184848874807,0.004098803270608187,0.005723101552575827,0.003357384353876114,3.2418233786302153e-06,4.583925147016998e-06,1.1914859214812168e-06,2.1348262180254096e-06,0.0,0.0,0.0,2.7143639158566657e-07,302.2895812988281,300.98694,308.7858581542969,291.4900207519531,4.143536567687988,4.450058460235596,4.149996757507324,4.63314151763916,0.0,0.0,0.0,0.0,45.08,42.25,29.010000228881836,30.68,25.98,26.81,7.59,7.73,0.49300000071525574,0.4860000014305115,0.104,0.08,94.0,94.3,11.949999809265137,10.119999885559082,59.4,47.0,10.979999542236328,16.0,1.38,1.26,8.800000190734863,9.6
-1.25,23.75,97018.8515625,96873.484375,96604.5703125,97527.9296875,0.005331326741725206,0.004202130250632763,0.005293410271406174,0.0034535599406808615,2.917914571298752e-06,3.290181211923482e-06,1.5803850601514569e-06,2.3596307983098086e-06,0.0,0.0,0.0,2.1451180032272532e-07,302.1895751953125,300.82175,308.8543395996094,291.19000244140625,4.115871429443359,4.545505046844482,4.1222825050354,4.655869007110596,0.0,0.0,0.0,0.0,45.08,42.25,29.010000228881836,30.68,25.98,26.81,7.59,7.73,0.49300000071525574,0.4860000014305115,0.104,0.08,94.0,94.3,11.949999809265137,10.119999885559082,59.4,47.0,10.979999542236328,16.0,1.38,1.26,8.800000190734863,9.6
-1.25,24.25,97431.078125,97277.25,96992.6171875,97963.2578125,0.005301479250192642,0.004248014185577631,0.004918291699141264,0.0035325735807418823,3.629481170719373e-06,2.834597353285062e-06,6.351777415147808e-07,2.4358532755286433e-06,0.0,0.0,0.0,1.846953665562978e-07,301.95660400390625,300.62283,308.9228210449219,290.8933410644531,4.088823318481445,4.620203018188477,4.123846530914307,4.660899639129639,0.0,0.0,0.0,0.0,45.08,42.25,29.010000228881836,30.68,25.98,26.81,7.59,7.73,0.49300000071525574,0.4860000014305115,0.104,0.08,94.0,94.3,11.949999809265137,10.119999885559082,59.4,47.0,10.979999542236328,16.0,1.38,1.26,8.800000190734863,9.6
-1.25,24.75,97771.1171875,97608.640625,97311.03125,98322.3125,0.005351808853447437,0.00427501043304801,0.004637924954295158,0.003619871800765395,3.2088992156786844e-06,2.6315462946513435e-06,9.364841844217153e-07,2.382015281909844e-06,0.0,0.0,0.0,1.416638184537078e-07,301.7566223144531,300.49127,308.9576416015625,290.59332275390625,4.0353288650512695,4.663374423980713,4.16754150390625,4.6198296546936035,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,25.25,97855.953125,97686.984375,97386.5859375,98414.984375,0.00538199907168746,0.004327600821852684,0.004458324983716011,0.003667648648843169,3.892829681717558e-06,2.2786707631894387e-06,1.2840857834817143e-06,2.3924467313918285e-06,1.9145053542501955e-08,0.0,0.0,1.2230971435656102e-07,301.4236145019531,300.2924,309.02606201171875,290.22442626953125,4.00689172744751,4.689275741577148,4.262015342712402,4.607923984527588,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,25.75,97751.8203125,97576.625,97281.4609375,98307.640625,0.00537697970867157,0.0044342572800815105,0.004289134405553341,0.0036332954186946154,4.1439602682658006e-06,2.6756906663649715e-06,1.0672295047697844e-06,2.2956839984544786e-06,2.7886681852606898e-08,0.0,0.0,1.3184823899337061e-07,301.12249755859375,300.12717,309.02825927734375,289.7900085449219,4.039865970611572,4.765329360961914,4.352771282196045,4.6527252197265625,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,26.25,97747.578125,97564.3046875,97275.671875,98305.125,0.0053742253221571445,0.004497159738093615,0.0041637122631073,0.003596576163545251,3.68172004527878e-06,4.076895947946468e-06,1.4406509762920905e-06,1.8607477159093833e-06,2.7886681852606898e-08,0.0,0.0,1.4093600952946872e-07,300.78955078125,299.89346,309.02935791015625,289.3555603027344,4.0624165534973145,4.802232265472412,4.343884468078613,4.627073287963867,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,26.75,97762.0625,97569.1015625,97289.7578125,98323.2734375,0.005355482921004295,0.004388153553009033,0.0040681022219359875,0.003568005282431841,3.3891394650709117e-06,3.092620545430691e-06,1.721855710457021e-06,1.728793222355307e-06,2.7886681852606898e-08,0.0,0.0,1.0728433608164778e-07,300.3554992675781,299.59454,308.9641418457031,288.88665771484375,4.071139335632324,4.815200328826904,4.271223545074463,4.556050777435303,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,27.25,97764.0078125,97563.4375,97292.515625,98329.8671875,0.005312027409672737,0.004302263259887695,0.004055564757436514,0.0035660972353070974,2.6892578262049938e-06,3.232792550988961e-06,1.463100716136978e-06,1.777464149199659e-06,2.7886681852606898e-08,0.0,0.0,2.1851997189514805e-07,299.9214172363281,299.29565,308.9989013671875,288.45220947265625,4.082549571990967,4.843207359313965,4.197539329528809,4.474506378173828,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,27.75,97576.2734375,97370.5859375,97110.3046875,98139.078125,0.00527265015989542,0.004234420135617256,0.004081759136170149,0.003581710858270526,2.249659701192286e-06,2.7342859993950697e-06,9.211243536810798e-07,1.830379801504023e-06,2.7886681852606898e-08,0.0,0.0,1.7476857294695947e-07,299.55328369140625,298.99564,308.8999938964844,288.0522155761719,4.035854339599609,4.799028396606445,4.148940563201904,4.326310157775879,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,28.25,97634.90625,97426.546875,97169.8046875,98206.109375,0.004975802265107632,0.00398224638774991,0.0040235016494989395,0.0034058040473610163,2.1207029021752533e-06,2.751517968135886e-06,7.572962772428582e-07,2.2735182483302196e-06,0.0,8.470591339460043e-09,0.0,1.3781362895315397e-07,298.48626708984375,297.92935,308.4010925292969,286.9522399902344,3.959059000015259,4.783607006072998,4.126643180847168,4.260378837585449,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,28.75,96928.4921875,96721.2578125,96489.734375,97475.875,0.0050246501341462135,0.004040132742375135,0.004173988942056894,0.0034720287658274174,2.2226722649065778e-06,2.628076799737755e-06,3.411541911191307e-07,2.278036390634952e-06,0.0,1.2246025526962967e-08,0.0,8.334036039059356e-08,298.0862731933594,297.56305,308.33587646484375,286.586669921875,3.860107421875,4.75462532043457,4.103944301605225,4.173948287963867,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,29.25,97011.1328125,96810.390625,96573.6796875,97570.5078125,0.004857738967984915,0.003987340722233057,0.004195117857307196,0.003351490944623947,2.526894604670815e-06,2.5314393496955745e-06,5.872137762708007e-07,2.654667468959815e-06,0.0,2.939756704734009e-08,0.0,1.885041029936474e-07,297.0192565917969,296.59674,307.7706604003906,285.6555480957031,3.6764655113220215,4.6481523513793945,4.000219345092773,4.00369930267334,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
-1.25,29.75,95895.9921875,95704.421875,95501.375,96413.078125,0.005107867997139692,0.004343815613538027,0.004528818652033806,0.0035108141601085663,2.2994802293396788e-06,3.043636752408929e-06,5.181985898161656e-07,2.476818508512224e-06,1.3289398914650974e-08,1.774936286835782e-08,0.0,2.4582223545621673e-07,296.8862609863281,296.43042,307.8043518066406,285.62445068359375,3.662485361099243,4.701516151428223,4.038979530334473,4.001650333404541,0.0,0.0,0.0,0.0,22.915,19.75,16.520000457763672,18.995,10.57,11.21,3.7,3.725,0.18700000643730164,0.11500000208616257,0.019,0.0115,43.75,45.0,5.920000076293945,5.119999885559082,29.7,25.2,5.340000152587891,5.954999923706055,0.755,0.695,4.5,6.0
