PSurf_Autumn,Rainf_Autumn,Snowf_Autumn,Tair_Autumn,Wind_Autumn,sand % topsoil,silt % topsoil,clay % topsoil,pH water topsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,CEC topsoil,CaCO3 % topsoil,C/N topsoil
0.6842699,0.27254793,0.0,0.6568794,0.51930094,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.64071655,0.26809695,0.0,0.58057976,0.4026655,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.6119242,0.30735365,0.0,0.56282616,0.29394782,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.54472303,0.41360286,0.0,0.55771637,0.43067217,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.5186033,0.35698578,0.0,0.49415398,0.47157896,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.46661234,0.39502618,0.0,0.39758873,0.23254418,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.3490181,0.32246777,0.0,0.3238907,0.0,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.69978714,0.36801198,0.0,0.9770527,0.71107507,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.6924362,0.48087224,0.0,0.97211266,0.6839726,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.69212437,0.3925061,0.0,0.9644909,0.6699109,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71915436,0.58662987,0.0,0.9467354,0.65616274,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.74145126,0.47189012,0.0,0.93149567,0.62897253,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.74701405,0.65847445,1.9145054e-08,0.9061165,0.6145184,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.74018574,0.7269858,2.7886681e-08,0.88316727,0.63127875,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.73990774,0.6008812,2.7886681e-08,0.8577919,0.6427407,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7408576,0.5210618,2.7886681e-08,0.82471275,0.64717436,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7409849,0.33012584,2.7886681e-08,0.7916298,0.6529739,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7286749,0.21019825,2.7886681e-08,0.7635727,0.62923956,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7325196,0.17501733,0.0,0.6822529,0.5902059,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.68619967,0.20283577,0.0,0.65176964,0.5399108,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.69161844,0.28583124,0.0,0.5704498,0.44656897,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.6184974,0.2237899,1.3289399e-08,0.5603142,0.43946314,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.54316187,0.68786657,0.0,0.5449867,0.4823873,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.4814062,0.802588,0.0,0.47890854,0.49970567,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.4495592,0.43434528,0.0,0.39507675,0.42746925,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.3972578,0.39250717,0.0,0.3238907,0.22176003,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.02083826,0.7477025,0.0,0.04701042,0.4600712,0.40606517,0.49266925,0.63761884,0.6568483,0.80611247,0.66091955,0.5245902,0.3233083,0.620155,0.021272946,0.6070417
0.12075138,0.7269453,1.8634088e-08,0.0749836,0.65055346,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.19179201,0.7061317,2.0462325e-08,0.0624218,0.58822536,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.10925436,0.6899333,0.0,0.0,0.33569145,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.2595539,0.84712946,2.7248868e-08,0.0,0.0,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
0.8041768,0.73201036,2.222619e-08,0.23034096,0.015492439,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.69333553,0.5764116,2.3435094e-08,0.98467255,0.7157414,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.69388103,0.35648635,2.7886681e-08,0.9771366,0.6936667,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.69855595,0.2596099,2.2030212e-08,0.96700096,0.686229,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7118807,0.3320953,2.0382693e-08,0.95175934,0.6835265,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72250175,0.5383334,2.7886681e-08,0.93400764,0.65799403,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7282238,0.34708282,2.7886681e-08,0.9263859,0.6154227,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.74682426,0.26830205,2.7886681e-08,0.91114235,0.6000533,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.74401283,0.31291476,2.4355918e-08,0.8577099,0.6034579,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7463145,0.5228542,2.6730145e-08,0.82722473,0.5963583,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.76374865,0.37556294,1.0802603e-08,0.7916317,0.6015091,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7631855,0.589926,0.0,0.7584629,0.6380241,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7533517,0.6196176,0.0,0.73309135,0.62711596,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.7279544,0.74286985,0.0,0.66700935,0.5613401,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.68830013,0.7421982,0.0,0.58569145,0.5278207,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.62599087,1.0,7.220586e-09,0.55771637,0.49952996,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.55378056,1.0,0.0,0.5272331,0.49036717,0.24940227,0.6903838,0.7347546,0.83505154,0.12952782,0.18773946,0.12459016,0.1299678,0.37096542,0.6800481,0.59894776
0.49745703,0.9566276,0.0,0.46366692,0.48115575,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.47241735,0.71372855,2.7886681e-08,0.40018272,0.48883224,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.42348766,0.5628233,2.7886681e-08,0.34675026,0.41365647,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.26803064,0.45563093,1.1991112e-08,0.2578926,0.048291683,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.0101361275,0.55774677,0.0,0.06987572,0.12923944,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.10855389,0.6966826,2.7886681e-08,0.054632187,0.4502604,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.1995492,0.67510843,1.19970585e-08,0.059825897,0.6107011,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.14141798,0.555091,1.2583085e-08,0.0,0.48280418,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.2576232,0.44015458,0.0,0.0,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.65222025,0.34849647,0.0,0.16174889,0.0,0.51327544,0.3811988,0.54165685,0.48600882,1.0,0.79118776,0.72131145,0.55961335,0.69119096,0.02161606,0.5261028
0.8670912,0.2777212,0.0,0.27606583,0.24577582,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.6973057,0.4936835,0.0,0.95661736,0.7366066,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71265364,0.53973234,0.0,0.9744568,0.7009008,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.71615314,0.54965377,1.8831617e-08,0.9771366,0.69230294,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.71647644,0.60876036,2.152621e-08,0.96700287,0.7077937,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7218747,0.48428193,2.7886681e-08,0.9542713,0.7326071,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.723073,0.40941766,2.7886681e-08,0.9365177,0.7294624,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.73680925,0.26680645,2.7886681e-08,0.9365158,0.6762471,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7706952,0.2668701,2.7886681e-08,0.9136543,0.6196661,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7727866,0.33471587,2.7886681e-08,0.86021996,0.57115257,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7607465,0.31245443,2.7886681e-08,0.82471275,0.53134096,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.77465916,0.47949985,0.0,0.7890339,0.66975904,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.75982714,0.90860236,0.0,0.745821,0.7746475,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7665653,0.6327753,0.0,0.7203598,0.7340746,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.7842841,0.26597497,0.0,0.69498444,0.5703497,0.12520446,0.9016818,0.73886305,0.80412376,0.7543661,0.34865898,0.39999998,0.20515576,1.0,0.5551553,0.59894776
0.7306733,0.33564416,0.0,0.6212845,0.5363655,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.64567137,0.21253595,0.0,0.5729618,0.53090703,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.59378433,0.32055703,0.0,0.51961136,0.49924123,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.5444932,0.3340493,0.0,0.4661789,0.49797726,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.49723816,0.33316997,0.0,0.384943,0.4993044,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.48356867,0.44024464,0.0,0.33402443,0.50027716,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.3478551,0.25669077,0.0,0.2604065,0.27310598,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.16051435,0.20122895,0.0,0.14608765,0.051942587,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.124265194,0.052993923,0.0,0.06987381,0.4187281,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.20206976,0.0,0.0,0.044582367,0.55474913,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.20203781,0.04547891,0.0,0.0014533997,0.4326738,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.27852726,0.22919223,0.0,0.0,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.6223364,0.16908363,0.0,0.16409302,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.91160154,0.47340026,0.0,0.29130936,0.11200631,0.17566375,0.5057137,1.0,0.7562592,0.76924324,0.54980844,0.9836065,0.72610104,1.0,0.5935839,0.47349253
0.6584463,0.3703089,0.0,0.93375397,0.6610131,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.6867175,0.2079942,0.0,0.971859,0.702363,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.71548796,0.21181288,0.0,0.96432114,0.68349004,0.08034478,0.29150498,0.20388255,0.12665689,0.04543987,0.0,0.05901639,0.017185822,0.22663847,0.1821925,0.080938876
0.7289643,0.16325518,0.0,0.96691704,0.68153596,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7314601,0.496756,0.0,0.96700287,0.72735405,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72899103,0.6255791,0.0,0.9593811,0.7698016,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.731689,0.5587758,0.0,0.9441376,0.78954697,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7393646,0.34375682,0.0,0.9161663,0.7561512,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.77766275,0.4999585,0.0,0.8933029,0.6852472,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.8151326,0.23281094,0.0,0.86273193,0.5927563,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.76279354,0.13739225,0.0,0.82211685,0.6773329,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7360759,0.1660277,6.7521015e-09,0.7712784,0.81884265,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7278724,0.14273438,8.545863e-09,0.7280636,0.8575239,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7410197,0.33833316,8.119652e-09,0.69498444,0.85334325,0.054989293,1.0,0.6332169,0.7599411,0.89020044,0.2969349,0.45901638,0.108485505,1.0,0.5067765,0.5261028
0.76154804,0.37151226,1.1209929e-08,0.6720371,0.7207751,0.054989293,1.0,0.6332169,0.7599411,0.89020044,0.2969349,0.45901638,0.108485505,1.0,0.5067765,0.5261028
0.73696995,0.48403606,0.0,0.64406395,0.5948036,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.668149,0.42219576,0.0,0.58828545,0.5596428,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.61379147,0.34718123,9.353555e-09,0.49674988,0.5071809,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.55108404,0.16965565,1.2497622e-08,0.45604515,0.4887575,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.5238428,0.46024922,0.0,0.41542625,0.47568965,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.49654007,0.61587846,0.0,0.32648468,0.54714715,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.407784,0.45890924,1.3462562e-08,0.280756,0.47070408,0.27469486,0.7408366,0.60856616,0.7275405,0.6431112,0.36015326,0.5180328,0.39849624,0.87498236,0.4330074,0.5180088
0.27928114,0.58074963,0.0,0.19943619,0.32514238,0.27469486,0.7408366,0.60856616,0.7275405,0.6431112,0.36015326,0.5180328,0.39849624,0.87498236,0.4330074,0.5180088
0.09708738,0.57036793,0.0,0.12071228,0.59742594,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.16362715,0.4271575,0.0,0.041986465,0.6784625,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.23915005,0.38929382,0.0,0.02422905,0.48938453,0.50371206,0.38249245,0.56161225,0.68483067,0.5253881,0.3678161,0.53770494,0.4092374,0.6207187,0.24052154,0.48563334
0.21432114,0.44379202,0.0,0.0,0.106738925,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.5162096,0.38825396,0.0,0.1488514,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.81852436,0.573619,0.0,0.28611565,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.6470828,0.58079803,1.6133889e-08,0.9312382,0.6356435,0.31810743,0.7052609,0.55339533,0.7997055,0.055789128,0.11877394,0.08524591,0.03329754,0.2559549,0.7469549,0.5261028
0.6831875,0.45883766,1.6518303e-08,0.969347,0.66623855,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7053175,0.5088265,8.120953e-09,0.96432114,0.64020085,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6961179,0.25327542,6.980643e-09,0.94397354,0.6476321,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72085524,0.13399675,0.0,0.94656754,0.7175331,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72499466,0.29195073,0.0,0.9542713,0.7802019,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7291827,0.41159675,0.0,0.9390297,0.8193619,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7340789,0.39471975,0.0,0.9237881,0.7736485,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7612395,0.49189255,0.0,0.9009228,0.68517303,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.8362427,0.44595078,0.0,0.8703537,0.60293865,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7660074,0.29640403,0.0,0.8373585,0.74053216,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.7103753,0.47823796,0.0,0.77379036,0.8045733,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6964059,0.5903398,0.0,0.73057747,0.8526428,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.683475,0.6718743,0.0,0.6899586,0.9107692,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.6911559,0.7212299,0.0,0.6416359,0.8336108,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.72215223,0.9715917,0.0,0.6212826,0.6603911,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.66047287,0.9712256,0.0,0.5603142,0.587744,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.60139894,1.0,0.0,0.48401833,0.52248347,0.35925508,0.5608021,0.6561069,0.69955826,0.44130015,0.71072793,0.61639345,0.7529539,0.56659615,0.3757077,0.42897615
0.57181597,0.9106848,0.0,0.4510212,0.4804933,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.52723074,0.33059594,0.0,0.4052925,0.46058464,0.18191768,0.33518755,0.37693685,0.33019143,0.28166234,0.12739465,0.2590164,0.0,0.17939392,0.22655688,0.27762035
0.49103022,0.1889672,0.0,0.33410454,0.53451014,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.42159843,0.55398965,0.0,0.27313423,0.58703685,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.33926773,0.4227613,0.0,0.23251724,0.59521675,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.13238907,0.293722,0.0,0.057144165,0.66356134,0.56650305,0.3917637,0.40431687,0.71428573,0.36756146,0.34482753,0.24918033,0.16219121,0.44256517,0.31463373,0.6556051
0.10814524,0.42204878,0.0,0.016527176,0.6522653,0.6042532,0.3857266,0.32801685,0.71575844,0.14117078,0.25670496,0.08524591,0.16219121,0.3675828,0.15817465,0.74463785
0.24705124,0.5822387,0.0,0.021717072,0.6106167,0.142947,0.3962915,1.0,0.8983799,0.36497414,0.38697314,0.10491803,0.25886148,1.0,1.0,1.0
0.22971296,0.61318564,0.0,0.006477356,0.18670201,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.49304152,0.44783536,0.0,0.1411438,0.0,0.53844213,0.26800346,0.6367384,0.66863036,0.87726384,0.39846742,1.0,0.7099893,0.7002114,0.23297308,0.5503845
0.7944722,0.4385865,0.0,0.2784977,0.0,0.50887126,0.39758518,0.53021187,0.45360827,1.0,0.8333334,0.6885246,0.6562836,0.7385483,0.02504718,0.50182104
0.77321863,0.38633445,0.0,0.28352165,0.19775021,0.5344155,0.2712376,0.64202076,0.63622975,0.8177555,0.4233716,1.0,0.6885071,0.70472157,0.20072055,0.5261028
