PSurf_Winter,Rainf_Winter,Snowf_Winter,Tair_Winter,Wind_Winter,sand % topsoil,silt % topsoil,clay % topsoil,pH water topsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,CEC topsoil,CaCO3 % topsoil,C/N topsoil
0.62746763,0.5096499,1.032028e-07,0.62496185,0.6531082,0.7836919,0.21927553,0.13081059,0.7113402,0.23948903,0.591954,0.23606558,0.38775513,0.25369978,0.06793619,0.67179275
0.605319,0.67559624,1.2598753e-07,0.6074753,0.55365497,0.7836919,0.21927553,0.13081059,0.7113402,0.23948903,0.591954,0.23606558,0.38775513,0.25369978,0.06793619,0.67179275
0.60227156,0.79382515,1.9528986e-07,0.5940857,0.51554364,0.7836919,0.21927553,0.13081059,0.7113402,0.23948903,0.591954,0.23606558,0.38775513,0.25369978,0.06793619,0.67179275
0.6157956,0.36201045,1.365727e-07,0.57681847,0.49033672,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.55608606,0.5857786,1.7530976e-07,0.5111904,0.4652384,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.5437813,0.7211764,2.368516e-07,0.4934864,0.3954243,0.44897443,0.43617937,0.6150223,0.6701031,0.6806274,0.5555555,0.6754098,0.51664877,0.5057082,0.29198834,0.5503845
0.46246767,0.61354804,1.8028622e-07,0.44556427,0.2509305,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.7468252,0.5058738,9.117252e-08,0.80274963,0.7916674,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.74089956,0.60189354,6.456577e-08,0.7609749,0.85873145,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.67002916,0.4694697,9.302838e-08,0.7346363,0.8386677,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.60294056,0.3199915,1.0004352e-07,0.706028,0.82096106,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.5273032,0.5244297,6.7538586e-08,0.6708355,0.8053908,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.5806689,0.67104495,6.422434e-08,0.61815643,0.70089406,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.59853125,0.40562502,3.6312198e-08,0.59635544,0.5731246,0.7836919,0.21927553,0.13081059,0.7113402,0.23948903,0.591954,0.23606558,0.38775513,0.25369978,0.06793619,0.67179275
0.58345366,0.55676067,1.34777745e-08,0.58545303,0.533613,0.7836919,0.21927553,0.13081059,0.7113402,0.23948903,0.591954,0.23606558,0.38775513,0.25369978,0.06793619,0.67179275
0.602489,0.65190625,7.453401e-08,0.5702362,0.49094898,0.7836919,0.21927553,0.13081059,0.7113402,0.23948903,0.591954,0.23606558,0.38775513,0.25369978,0.06793619,0.67179275
0.556499,0.46217433,7.763613e-08,0.50870514,0.4475537,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.58104086,0.46893373,9.377248e-08,0.5000706,0.3877681,0.44897443,0.43617937,0.6150223,0.6701031,0.6806274,0.5555555,0.6754098,0.51664877,0.5057082,0.29198834,0.5503845
0.5251684,0.24346378,5.7153827e-08,0.45214844,0.30281013,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.7462673,0.3232523,5.959199e-08,0.7984333,0.80989057,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.7439327,0.34774736,3.985861e-08,0.7652893,0.8237489,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.7086234,0.45517948,6.477665e-08,0.73032,0.87003547,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.6435971,0.49170217,6.7187656e-08,0.6905918,0.88836163,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.59660625,0.618696,1.603739e-07,0.67310333,0.8353248,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.6489663,0.47963086,2.395287e-07,0.60725594,0.7056927,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.6925278,0.45475385,1.4920538e-07,0.5875015,0.5834908,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.6845741,0.30939463,1.1611191e-07,0.5786476,0.5539976,0.7836919,0.21927553,0.13081059,0.7113402,0.23948903,0.591954,0.23606558,0.38775513,0.25369978,0.06793619,0.67179275
0.63608265,0.84504414,1.6607373e-07,0.56116104,0.49132115,0.7836919,0.21927553,0.13081059,0.7113402,0.23948903,0.591954,0.23606558,0.38775513,0.25369978,0.06793619,0.67179275
0.5946531,0.5450134,1.1140034e-07,0.5043888,0.42803615,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.56130457,0.36334226,5.5492666e-08,0.482584,0.48237807,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.47007084,0.42929724,6.443495e-08,0.4389782,0.4590991,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.40982008,0.35520646,4.590897e-08,0.41059113,0.33877665,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.32711935,0.36405054,1.2599828e-07,0.30340576,0.2585507,0.44897443,0.43617937,0.6150223,0.6701031,0.6806274,0.5555555,0.6754098,0.51664877,0.5057082,0.29198834,0.5503845
0.7566128,0.4685485,5.5571174e-08,0.8159199,0.84413,0.44897443,0.43617937,0.6150223,0.6701031,0.6806274,0.5555555,0.6754098,0.51664877,0.5057082,0.29198834,0.5503845
0.7464895,0.38615212,8.572533e-08,0.79184914,0.83122283,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.7471075,0.35872242,1.3950725e-07,0.7743645,0.83655816,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.7181797,0.3512343,2.8404196e-07,0.71056366,0.9287686,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.69438696,0.45104447,3.3099974e-07,0.6862736,0.8848739,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.6846781,0.4956272,3.0503926e-07,0.6642513,0.81237787,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.67704487,0.57943034,1.9752797e-07,0.598402,0.66930777,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.70275307,0.3760452,1.2315873e-07,0.5743313,0.5768866,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.69992495,0.43933567,1.3379491e-07,0.57001495,0.55372983,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.661706,0.55615735,1.3571957e-07,0.5479946,0.464482,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.61707497,0.5799961,2.601378e-07,0.49326515,0.42941052,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.552227,0.63254356,2.790073e-07,0.47805023,0.5032696,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.4905405,0.5318949,1.2981114e-07,0.42127228,0.4860595,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.42071056,0.43458572,7.024843e-08,0.41059113,0.44287258,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.33197975,0.51525176,7.407632e-08,0.30998993,0.36051732,0.5256071,0.3870203,0.5026265,0.70839477,0.625,0.39272028,0.45901638,0.108485505,0.4622974,0.4467319,0.5665722
0.8013377,0.42422816,8.479715e-08,0.8247719,0.77132994,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.76637363,0.31232324,7.9334875e-08,0.8093357,0.8416943,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.75021887,0.35917988,7.288427e-08,0.7875328,0.84906906,0.40908515,0.5006468,0.6208915,0.6745213,0.5228008,0.59578544,0.6688525,0.6025779,0.49499646,0.29610568,0.42897615
0.7467871,0.3710604,3.3128927e-08,0.76755905,0.86653763,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.7180209,0.27741995,5.8380316e-08,0.72805214,0.8755217,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.6500554,0.22289357,8.274056e-08,0.6862755,0.8277288,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
0.68639135,0.36959055,6.3153784e-08,0.66220284,0.7493122,0.24088334,0.23557568,0.375,0.30103093,0.35850585,0.17796934,0.43213117,0.17722881,0.24823114,0.14843026,0.2242007
